sat_label,sat_url,sat_Location,sat_Type,sat_Lat-Center,sat_Lon-Center,sat_Lat-NW,sat_Lon-NW,sat_Lat-SE,sat_Lon-SE,sat_medianRed,sat_sdRed,sat_medianGreen,sat_sdGreen,sat_medianBlue,sat_sdBlue,sat_cl1red,sat_cl2red,sat_cl3red,sat_cl4red,sat_cl1green,sat_cl2green,sat_cl3green,sat_cl4green,sat_cl1blue,sat_cl2blue,sat_cl3blue,sat_cl4blue,sat_cl1size,sat_cl2size,sat_cl3size,sat_cl4size,sat_cl1name,sat_cl2name,sat_cl3name,sat_cl4name
preserveMtRose1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/preserveMtRose1000.png,Mt Rose Preserve,preserve,40.361706,-74.737647,40.367158,-74.748032,40.357133,-74.727101,0.192156862745098,0.148559128422397,0.290196078431373,0.149510316153667,0.16078431372549,0.120477491168351,0.195428507057588,0.0829151030312032,0.380678830937402,0.615689869730436,0.294208490852052,0.125538984393519,0.455161032511815,0.585022637633624,0.163539419795053,0.0712478774071143,0.27669306594194,0.554173683475157,0.398073352330177,0.299233385421454,0.258577075098814,0.0441161871495542,gray22,gray9,darkolivegreen4,gray58
preserveStonyOctagon1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/preserveStonyOctagon1000.png,Stony Ford Research Station; Octogon; Preserve,preserve,40.353131,-74.719621,40.358575,-74.730171,40.348568,-74.709132,0.196078431372549,0.151727477082578,0.298039215686275,0.147656233231732,0.172549019607843,0.11878582045983,0.202271016082777,0.0890197138320948,0.370334551548454,0.600461227239149,0.302898770374078,0.14213370866952,0.455013445386616,0.567875344106495,0.174116989041582,0.0989141206485668,0.269907272889382,0.526042174298197,0.370322639948525,0.319696663296259,0.243408401507491,0.066572295247725,gray23,gray11,darkolivegreen,gray56
schHopeElem1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/schHopeElem1000.png,Hopewell Elemenary,school,40.38491,-74.75798,40.38963,-74.768464,40.380318,-74.747441,0.345098039215686,0.198504412494352,0.443137254901961,0.185839503634152,0.290196078431373,0.162294994747535,0.255958625306257,0.455041255393952,0.087523655552637,0.620310576949488,0.358445672308588,0.514755209454413,0.128105580489825,0.622696497239834,0.235539756177254,0.374431546795418,0.127434475362088,0.560097415973341,0.292616968471367,0.281349388730582,0.217527346263443,0.208506296534608,gray28,darkseagreen4,gray11,gray60
schHopeHS_TimberMS1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/schHopeHS_TimberMS1000.png,Hopewell Central HS + Timberlane MS,school,40.328281,-74.804559,40.333104,-74.815095,40.323715,-74.793998,0.329411764705882,0.183228567361292,0.396078431372549,0.15019975992904,0.27843137254902,0.150453112360651,0.462950508940274,0.281082899909653,0.110685551703696,0.631634873610581,0.464485779537104,0.360031670451495,0.186868500466639,0.620792661884389,0.380036630920949,0.250823724757652,0.149205125953322,0.604837670921773,0.313561908263627,0.295247724974722,0.27952753010387,0.111662836657781,gray43,gray30,gray15,gray62
schTollGram1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/schTollGram1000.png,Toll Gate Grammer,school,40.321026,-74.78868,40.325808,-74.799129,40.316351,-74.778149,0.231372549019608,0.170894891135323,0.325490196078431,0.145261227193099,0.231372549019608,0.13545251461225,0.20737078805117,0.391087004619425,0.0841149590697816,0.581359305045626,0.301789106646768,0.438322722436742,0.158961548114639,0.573688618737303,0.218103124095806,0.336845663020325,0.143980108602609,0.547984255399124,0.344224653001195,0.274203511352146,0.258955786377424,0.122616049269234,gray24,gray39,gray13,gray57
univArtMuseum1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/univArtMuseum1000.png,Art Museum; Princton Univ,univ,40.343974,-74.656639,40.349467,-74.667281,40.339448,-74.646367,0.36078431372549,0.17515960232127,0.435294117647059,0.15533061077335,0.368627450980392,0.151963265609189,0.358543282407924,0.203314677689189,0.525274304480216,0.705015402897754,0.4336226624657,0.25855227141954,0.5349709652057,0.698117525176316,0.366417251664178,0.270016072657327,0.528691647663216,0.705629203040954,0.335779023807335,0.32488647853663,0.221033183196985,0.11830131445905,gray39,gray24,gray53,gray70
univForestSwTrack1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/univForestSwTrack1000.png,Forest; SW Track and Jadwin Gym; Princeton Univ,univ,40.342717,-74.650305,40.348189,-74.660791,40.33804,-74.639794,0.364705882352941,0.174475741925264,0.450980392156863,0.154736737354603,0.364705882352941,0.145091994702422,0.356261806313322,0.194850283024521,0.525566946903799,0.694131197973576,0.442678137584091,0.24878967840583,0.537822290438467,0.684694142633627,0.355300550340678,0.260185432228231,0.499738905286236,0.687780908810281,0.333982902840335,0.318174464564758,0.23877746116371,0.109065171431198,gray39,gray23,honeydew4,gray69
univGuyotHall1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/univGuyotHall1000.png,Guyot Hall; Princeton Univ,univ,40.345588,-74.654241,40.351254,-74.664658,40.341234,-74.644531,0.376470588235294,0.179252263829568,0.447058823529412,0.158247083565364,0.384313725490196,0.155814330813138,0.358975282034881,0.203392111161326,0.535312667081293,0.708226242753878,0.432701865828553,0.255899972833747,0.538183589518163,0.702118693622754,0.371185277878651,0.274449458668926,0.539354199108502,0.710244685995477,0.338849158930049,0.297360051475319,0.231252872506664,0.132537917087968,gray39,gray24,gray54,gray71
univSolarFarm1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/univSolarFarm1000.png,Solar Sheep Farm; Princeton Univ,univ,40.334348,-74.647146,40.339777,-74.657633,40.329822,-74.636555,0.345098039215686,0.187470744587476,0.443137254901961,0.157282955289314,0.337254901960784,0.136755445271293,0.281762610210906,0.47168677079033,0.161156313548789,0.672771220419933,0.392423279320589,0.512962819244113,0.21956786741085,0.652060028354303,0.301986974417739,0.425045152390682,0.237267684167957,0.605873809086729,0.311333762294329,0.280079051383399,0.230120415479364,0.178466770842908,gray32,gray47,gray21,gray64
urbanLibrary1000,https://github.com/Imageomics/Andromeda/raw/main/datasets/satelliteData/urbanLibrary1000.png,Princeton Public Library,urban,40.35151,-74.660325,40.363008,-74.68288,40.3416,-74.637668,0.372549019607843,0.173446605606153,0.427450980392157,0.151184535363136,0.384313725490196,0.153180724236514,0.343994694593229,0.201209763830925,0.519629791943684,0.690415870912438,0.408496893229321,0.256883556735774,0.520566614190521,0.685633473875193,0.361827564607636,0.272985472455147,0.527814672260072,0.696571028406205,0.342873425866348,0.268123908447468,0.247498850997334,0.14150381468885,gray37,gray24,gray52,gray69
