land_ref_label,land_Lat-Center,land_Lon-Center,land_Lat-NW,land_Lon-NW,land_Lat-SE,land_Lon-SE,GRASSY_LOCAL,DENSE_WOOD_LOCAL,WOODY_LOCAL,SUBURBAN_LOCAL,WATERY_LOCAL,URBAN_LOCAL,AGRICULTURAL_LOCAL,GRASSY_BROAD,DENSE_WOOD_BROAD,WOODY_BROAD,SUBURBAN_BROAD,WATERY_BROAD,URBAN_BROAD,AGRICULTURAL_BROAD
univArtMuseum_4,40.343974,-74.677713,40.3475971884058,-74.68229175457876,40.340350811594206,-74.67313424542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_5,40.343974,-74.656639,40.3475971884058,-74.66121775457876,40.340350811594206,-74.65206024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_6,40.343974,-74.635716,40.3475971884058,-74.64029475457876,40.340350811594206,-74.63113724542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_7,40.334793,-74.677713,40.338416188405795,-74.68229175457876,40.3311698115942,-74.67313424542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_8,40.334793,-74.656639,40.338416188405795,-74.66121775457876,40.3311698115942,-74.65206024542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univArtMuseum_9,40.334793,-74.635716,40.338416188405795,-74.64029475457876,40.3311698115942,-74.63113724542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_1,40.353617,-74.671335,40.3572401884058,-74.67591375457876,40.3499938115942,-74.66675624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_2,40.353617,-74.650305,40.3572401884058,-74.65488375457876,40.3499938115942,-74.64572624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_3,40.353617,-74.629285,40.3572401884058,-74.63386375457875,40.3499938115942,-74.62470624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_4,40.342717,-74.671335,40.3463401884058,-74.67591375457876,40.3390938115942,-74.66675624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_5,40.342717,-74.650305,40.3463401884058,-74.65488375457876,40.3390938115942,-74.64572624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_6,40.342717,-74.629285,40.3463401884058,-74.63386375457875,40.3390938115942,-74.62470624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_7,40.333492,-74.671335,40.3371151884058,-74.67591375457876,40.3298688115942,-74.66675624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_8,40.333492,-74.650305,40.3371151884058,-74.65488375457876,40.3298688115942,-74.64572624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univForestSwTrack_9,40.333492,-74.629285,40.3371151884058,-74.63386375457875,40.3298688115942,-74.62470624542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univGuyotHall_1,40.356659,-74.675203,40.3602821884058,-74.67978175457876,40.353035811594204,-74.67062424542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
